County + State,Total number of voters,Result,% bachelor's degree 2014-18,Population Change 2010-2019,Percent in Poverty,Estimate Median Household Income,Known Number of Cases per 100k
"Unicoi,TN","8,294",80,14.8,0.97807,16.1,"43,688","4,020.60"
"Wayne,UT","1,596",77,25.2,0.97799,12.9,"47,175","1,659.90"
"Sequoyah,OK","15,386",80,13.3,0.97789,18.8,"38,998","3,933.20"
"Knox,KY","13,279",84,13.1,0.97783,31.9,"30,742","3,442.00"
"Poweshiek,IA","10,120",57,25.1,0.97775,10.6,"56,170","4,636.80"
"Douglas,WI","24,668",46,24,0.97770,11.7,"50,637","3,487.80"
"Washington,VA","28,497",77,22.5,0.97768,15.2,"45,510","2,830.30"
"Fulton,PA","7,807",86,13.4,0.97766,11.5,"52,277","1,314.50"
"Houston,MN","11,435",57,24,0.97766,8.5,"59,613","2,919.40"
"Powell,KY","5,344",75,14.7,0.97754,22,"37,776","2,799.60"
"Lackawanna,PA","113,744",46,27.7,0.97750,14.2,"52,872","2,164.80"
"Jackson,WV","13,429",76,17.1,0.97749,16.7,"48,731","2,169.70"
"McDuffie,GA","10,451",60,13.7,0.97748,19.9,"42,768","3,580.10"
"Rockcastle,KY","7,782",85,10.6,0.97740,22.8,"37,732","2,707.40"
"Bon Homme,SD","3,001",75,18.4,0.97734,15.7,"50,278","18,301.70"
"Caldwell,LA","4,762",84,14.2,0.97734,20.8,"40,842","5,434.60"
"Guthrie,IA","6,369",68,19.8,0.97732,11.4,"60,306","6,230.70"
"Henderson,KY","20,525",63,17.9,0.97730,16.3,"51,161","3,994.70"
"Randolph,WV","12,172",72,16.3,0.97725,19.4,"40,064","2,063.10"
"Comanche,TX","6,084",86,19.8,0.97721,16.4,"52,251","3,043.60"
"Tate,MS","8,420",67,17.4,0.97702,17.6,"48,082","5,483.60"
"Ottawa,OK","11,436",76,14.1,0.97702,20.6,"38,194","4,976.40"
"Pulaski,VA","17,270",71,19.4,0.97700,14.6,"50,834","1,404.80"
"Hunterdon,NJ","70,351",50,52,0.97682,4.4,"112,335","1,703.80"
"Dorchester,MD","13,371",60,20.8,0.97678,15.4,"48,682","2,909.60"
"Runnels,TX","4,262",87,18.3,0.97678,16.9,"42,205","3,224.90"
"Fremont,WY","18,111",68,23.5,0.97669,15.7,"51,204","6,963.70"
"Wayne,NE","4,200",74,34.5,0.97669,13.9,"55,970","7,032.50"
"Florence,WI","2,939",73,18.3,0.97658,11.9,"53,188","7,171.10"
"Clay,IN","7,777",66,16.8,0.97658,13.8,"52,699","3,653.00"
"Cibola,NM","8,791",46,13.4,0.97657,28.6,"38,097","4,461.10"
"Franklin,AR","7,113",81,11.8,0.97646,18.3,"43,696","3,895.00"
"White,IN","10,402",72,16.8,0.97646,8.5,"58,380","4,468.50"
"Madison,IL","125,547",56,25.8,0.97644,13.8,"60,121","4,575.50"
"Essex,VT","13,443",27,15.6,0.97639,15.5,"43,671",421.9
"Hardin,OH","12,954",76,16.6,0.97628,14.7,"49,580","2,164.80"
"Atkinson,GA","3,155",74,9.9,0.97621,26.1,"36,779","6,197.20"
"Prince Edward,VA","9,500",48,28.1,0.97615,20,"48,450","3,666.30"
"Vinton,OH","5,902",78,11.5,0.97613,19,"43,457","1,375.60"
"Humboldt,IA","5,311",73,20.8,0.97610,9.7,"60,166","6,444.90"
"Drew,AR","6,879",64,20.6,0.97605,19.5,"42,494","2,991.40"
"Towner,ND","1,172",72,18.2,0.97593,9.3,"51,848","8,542.70"
"Moultrie,IL","6,698",75,19.5,0.97591,9.6,"59,901","5,192.70"
"Carroll,TN","11,893",78,17.2,0.97586,18.6,"42,025","5,546.20"
"Amherst,VA","16,398",67,19.2,0.97585,13,"50,580","2,211.70"
"Richland,OH","58,601",70,17.8,0.97577,14.4,"49,668","2,007.40"
"Dale,AL","19,699",73,17,0.97575,16.2,"45,309","4,529.00"
"Power,ID","3,086",71,15.9,0.97574,13.7,"51,921","5,585.20"
"Wood,WI","41,196",60,21.6,0.97573,10.1,"55,879","5,105.50"
"Panola,TX","11,452",82,15.5,0.97569,15.7,"51,192","2,246.30"
"Douglas,SD","1,707",87,16.9,0.97562,12.1,"55,159","9,140.70"
"Gosper,NE","1,118",81,26.4,0.97549,9.1,"59,722","5,025.10"
"Bottineau,ND","3,456",75,23.7,0.97547,11.6,"59,161","7,625.00"
"Crockett,TN","6,114",77,13,0.97546,19.4,"44,431","7,666.90"
"Chattahoochee,GA","1,589",57,33.4,0.97541,17.3,"46,869","17,548.40"
"Bracken,KY","4,244",81,13.7,0.97533,11.3,"56,432","1,373.00"
"Adair,OK","7,078",80,11.6,0.97530,24.6,"35,156","4,924.80"
"Texas,MO","11,332",84,14.1,0.97527,24.6,"34,824","3,464.80"
"Clinton,IN","12,961",73,16.6,0.97526,11.9,"51,730","4,938.40"
"Pepin,WI","4,140",63,19.2,0.97524,10.3,"56,348","5,612.70"
"Clay,TX","5,736",89,18.6,0.97523,10.9,"58,356","2,167.90"
"Wayne,KY","9,237",81,12.8,0.97520,28.1,"33,701","2,129.50"
"Shawano,WI","22,878",68,16.1,0.97520,9.6,"56,022","8,665.20"
"Custer,MT","5,878",73,22.5,0.97520,12.5,"50,525","5,437.60"
"Malheur,OR","11,653",71,13.8,0.97518,21,"42,624","7,333.70"
"Mason,KY","12,394",73,18.9,0.97515,18.2,"41,807","1,816.10"
"Bennett,SD","1,182",60,18.4,0.97508,32.5,"37,071","8,588.40"
"Greenbrier,WV","15,827",70,19.9,0.97508,15.8,"37,665",992.4
"Keokuk,IA","5,273",73,18.2,0.97507,12.5,"52,122","4,606.70"
"Scott,MO","17,748",78,14.5,0.97501,19.1,"44,261","6,076.30"
"Valley,NE","2,333",82,22.8,0.97491,12.4,"48,604","3,896.10"
"Accomack,VA","23,603",64,18.5,0.97490,17.3,"42,879","3,957.80"
"Jackson,OH","14,160",77,15.3,0.97489,16.8,"44,726","2,335.50"
"Lycoming,PA","58,105",71,22.8,0.97482,13,"53,820","1,353.10"
"Roseau,MN","8,390",73,19.3,0.97474,8.5,"60,239","5,446.80"
"Seneca,OH","25,322",67,15.2,0.97457,12.1,"52,165","2,392.30"
"Chambers,AL","15,269",58,13.2,0.97456,18.7,"39,917","4,934.70"
"Defiance,OH","19,032",68,16.7,0.97454,9.1,"56,740","2,785.70"
"Inyo,CA","6,354",45,26.1,0.97450,12.3,"53,793","1,485.70"
"Sibley,MN","8,448",71,16.7,0.97437,7.1,"66,209","3,989.20"
"Adams,IL","33,434",74,24.8,0.97432,12.3,"55,174","6,271.90"
"Green,KY","5,806",84,12,0.97427,18,"36,782","3,921.00"
"Oneida,NY","84,099",63,24.7,0.97408,14.8,"54,096","1,681.90"
"Gray,TX","7,745",89,13.3,0.97401,16.7,"49,121","5,313.90"
"Pike,IN","6,220",77,13.7,0.97398,11.1,"54,265","3,874.40"
"Wright,MO","8,741",86,11.4,0.97391,23.9,"35,293","3,920.40"
"Hancock,TN","2,744",87,11.5,0.97382,29.9,"30,691","2,084.60"
"Jennings,IN","12,272",79,11.1,0.97381,14.8,"51,560","2,704.20"
"Warren,NY","27,625",56,30,0.97379,10.8,"56,694",821
"Iberville,LA","16,719",48,14.5,0.97373,23.8,"47,917","5,287.40"
"Sullivan,NY","26,931",59,23.2,0.97362,16.2,"51,985","2,692.50"
"Clark,AR","8,358",57,27.6,0.97361,19.9,"45,408","3,207.90"
"Del Norte,CA","9,137",55,14.3,0.97360,20.4,"48,518",931.3
"Stephens,TX","3,799",90,16.6,0.97360,19.4,"43,115","2,391.60"
"Gentry,MO","3,239",81,18,0.97348,15.5,"43,731","5,402.50"
"Watonwan,MN","5,186",61,15.3,0.97347,10.7,"51,962","6,699.10"
"Ulster,NY","77,667",44,32.2,0.97344,14.3,"63,073","1,654.00"
"Columbia,WA","2,397",72,24.9,0.97338,13.3,"53,700",652.4
"Worth,IA","4,405",63,15.5,0.97336,9.8,"58,587","4,064.50"
"Talladega,AL","35,591",63,14.3,0.97330,19.3,"41,630","4,079.90"
"Tallapoosa,AL","20,888",72,18.3,0.97326,19.7,"42,205","4,124.70"
"Bristol,RI","11,277",41,47.1,0.97312,7.7,"80,231","2,153.50"
"Waupaca,WI","29,118",66,19.1,0.97311,10.4,"58,648","7,493.60"
"DeKalb,MO","4,842",80,15.3,0.97301,16,"48,920","3,953.10"
"Surry,NC","36,290",76,16.8,0.97300,16,"46,342","3,443.70"
"Pike,PA","32,117",60,28,0.97298,10.3,"62,657","1,376.10"
"Upson,GA","12,899",67,13.7,0.97287,21.6,"40,965","3,408.10"
"Windsor,VT","1,891",31,36.3,0.97283,9.6,"57,438",286.9
"Tazewell,IL","68,358",63,26.4,0.97282,9.6,"61,508","4,078.10"
"Blaine,NE",317,88.5,22.7,0.97280,16.2,"44,467","3,010.80"
"Terry,TX","3,608",79,12,0.97280,22.4,"41,268","6,897.90"
"Johnson,TN","7,793",84,11.3,0.97277,20.7,"35,778","7,589.40"
"Grant,WV","5,497",89,14.4,0.97267,14.9,"42,146","2,282.20"
"Scott,KS","2,323",87,24.9,0.97258,7.8,"63,790","6,593.40"
"Mercer,ND","4,668",84,21.6,0.97244,7.2,"82,303","9,502.90"
"Alpine,CA",736,34,30,0.97244,17.3,"55,384","2,302.90"
"Jefferson,IL","17,409",73,17.4,0.97236,16.3,"47,425","4,145.00"
"Young,TX","8,242",87,19.6,0.97236,13.9,"49,301","4,297.60"
"Richmond,VA","4,091",63,38.5,0.97231,22.3,"48,747","4,211.50"
"Richmond,VA","4,091",63,38.5,0.97231,15.9,"49,399","4,211.50"
"Richmond,VA","4,091",63,15.7,0.97231,15.9,"49,399","4,211.50"
"Richmond,VA","4,091",63,15.7,0.97231,22.3,"48,747","4,211.50"
"Richmond,VA","4,091",63,38.5,0.97231,15.9,"49,399","2,672.80"
"Richmond,VA","4,091",63,38.5,0.97231,22.3,"48,747","2,672.80"
"Richmond,VA","4,091",63,15.7,0.97231,15.9,"49,399","2,672.80"
"Richmond,VA","4,091",63,15.7,0.97231,22.3,"48,747","2,672.80"
"Chester,SC","15,754",56,13.7,0.97229,18.2,"42,116","4,434.90"
"Wolfe,KY","2,981",71,7.6,0.97229,31.4,"30,144","2,053.90"
"Darlington,SC","32,371",53,17.2,0.97221,23.5,"37,206","4,300.60"
"Waseca,MN","10,383",65,20.5,0.97216,9.2,"58,335","6,452.80"
"Randolph,MO","10,742",76,15.3,0.97211,17.6,"44,975","4,343.80"
"Saline,KS","23,835",66,26.2,0.97210,11,"53,961","3,411.80"
"Morgan,TN","8,218",85,7.3,0.97202,20.4,"40,397","2,803.30"
"Clearfield,PA","38,484",75,14.3,0.97192,15.4,"46,706","1,280.70"
"Garfield,UT","2,722",80,24.4,0.97191,11.2,"51,028","4,157.60"
"Saline,MO","9,528",69,18,0.97186,14.8,"43,776","6,335.40"
"Vernon,MO","9,164",79,17.7,0.97183,17.2,"42,552","2,869.20"
"Sweetwater,WY","16,489",76,22,0.97175,8.4,"73,315","2,997.00"
"Rockingham,NC","47,153",66,15,0.97170,17.9,"41,869","2,960.10"
"Neosho,KS","6,627",73,20.6,0.97159,14.8,"46,176","3,667.10"
"Hinsdale,CO",632,58,43.9,0.97156,8.6,"62,149",731.7
"Wayne,PA","27,752",67,20.4,0.97150,13,"53,602",720.4
"Marion,KY","8,922",69,13.2,0.97142,17.1,"45,661","4,187.20"
"Hardee,FL","8,484",73,10.4,0.97140,27,"39,169","6,359.30"
"Schuyler,NY","8,220",64,22.3,0.97126,13.5,"50,190","1,387.10"
"Robeson,NC","44,202",59,13.2,0.97124,24.5,"35,407","5,254.00"
"Harrison,WV","30,375",69,22.5,0.97122,16.7,"47,942","1,452.70"
"Crawford,MO","10,973",80,11.2,0.97117,15.9,"42,774","4,414.70"
"Lewis,NY","10,878",74,16.3,0.97116,12.2,"52,660","1,045.80"
"Manitowoc,WI","44,806",62,19.9,0.97111,10.4,"56,466","6,199.00"
"Faulk,SD","1,182",83,28.9,0.97086,15.6,"49,068","11,613.70"
"Ida,IA","3,845",76,19,0.97085,10.3,"60,312","6,005.80"
"Monroe,KY","5,264",88,12.9,0.97083,23,"35,596","5,962.40"
"Clay,TN","3,506",79,14.6,0.97081,21,"34,238","6,697.30"
"Washington,OH","31,382",70,19.2,0.97080,15.9,"50,904","1,435.50"
"Perkins,NE","1,540",87,25.8,0.97079,10.3,"57,251","3,943.30"
"Pamlico,NC","7,572",64,19.4,0.97078,16.6,"46,447","2,821.00"
"Jackson,AL","23,602",84,14.2,0.97071,19.7,"41,929","5,423.60"
"Pike,OH","12,063",74,13.8,0.97064,20.5,"45,163","2,124.40"
"Clayton,IA","9,589",65,17.2,0.97063,9.4,"53,968","5,242.50"
"Adams,OH","11,905",82,12.9,0.97060,19.7,"42,154","1,938.80"
"Dawson,NE","9,140",72,15.6,0.97051,12.1,"56,818","7,586.40"
"Freeborn,MN","15,949",57,16.7,0.97042,9.9,"52,010","4,078.50"
"Houston,TN","3,681",75,10.6,0.97042,16.7,"44,688","6,804.00"
"Lucas,OH","194,882",42,26.3,0.97036,18.7,"47,865","2,824.10"
"Prowers,CO","5,507",73,17.4,0.97027,21.6,"42,455","3,368.40"
"Champaign,OH","19,369",74,14.9,0.97023,10,"57,701","1,936.50"
"Meriwether,GA","10,869",61,11.5,0.97016,24.4,"38,886","2,943.30"
"Jeff Davis,TX","1,304",61,35.1,0.97014,13.1,"51,343","1,319.30"
"Delaware,IN","48,089",57,24.3,0.97000,22.5,"43,096","3,885.70"
"McCulloch,TX","3,430",85,19,0.96999,18.5,"42,719","3,369.20"
"Warren,IN","4,473",77,18.9,0.96996,9.8,"60,596","2,456.10"
"Chouteau,MT","2,967",65,27.3,0.96988,18.7,"44,645","3,921.90"
"Houston,TX","9,426",75,14.1,0.96985,26.1,"39,533","1,998.40"
"Crawford,WI","8,698",54,17.8,0.96982,12.9,"49,200","4,723.80"
"Anderson,KS","3,682",79,17.5,0.96976,13.1,"50,646","4,186.80"
"Dyer,TN","15,074",79,16.9,0.96975,18.4,"44,302","7,998.10"
"Sabine,TX","5,462",88,16,0.96974,17.6,"40,641","1,138.30"
"Red Willow,NE","5,452",84,18.8,0.96971,11,"49,034","4,662.40"
"Clark,OH","62,870",62,18.6,0.96969,14.9,"50,089","3,154.80"
"Morgan,KY","5,535",78,13.6,0.96962,27.3,"35,848","1,840.90"
"Warren,NJ","34,908",53,31.8,0.96952,6.7,"77,571","2,044.30"
"Louisa,IA","5,323",67,14.2,0.96951,10.7,"49,585","6,841.90"
"Henry,IL","25,624",61,22.6,0.96950,11.5,"58,042","4,277.00"
"Spencer,IN","10,781",69,14.9,0.96950,9.2,"56,862","3,614.90"
"Macon,MO","7,834",78,15.7,0.96947,13.9,"45,440","3,598.60"
"Preble,OH","21,437",79,15.8,0.96946,9.7,"53,904","2,959.70"
"Richland,LA","9,940",67,13.5,0.96945,26.2,"35,103","6,033.20"
"Otero,CO","9,459",62,17.7,0.96919,20.8,"40,064","1,986.00"
"Lewis,WV","7,423",79,13.3,0.96911,17.3,"40,691","1,351.60"
"Dade,GA","7,423",83,13.9,0.96909,13.6,"48,779","2,804.70"
"McPherson,SD","1,324",82,16.4,0.96904,17.1,"39,850","4,918.00"
"Johnson,NE","2,227",70,16,0.96904,13.8,"52,401","5,817.40"
"Logan,NE",450,91,19.7,0.96891,9.3,"55,531","4,010.70"
"Colleton,SC","19,205",55,15.2,0.96888,20,"39,079","3,798.10"
"Mason,WV","11,149",77,12.4,0.96887,16.9,"43,050","1,093.70"
"Siskiyou,CA","19,415",56,22.5,0.96887,17.1,"47,560","1,070.30"
"Kenedy,TX",194,66,6.8,0.96882,14.3,"42,153","2,722.80"
"Forest,WI","5,052",66,15.6,0.96880,14.7,"45,156","7,985.30"
"Wayne,IL","8,446",86,14.6,0.96875,13.8,"50,471","4,742.50"
"Kankakee,IL","49,729",59,21,0.96865,16.2,"53,884","6,530.90"
"Platte,WY","4,923",81,21.7,0.96861,10.6,"54,165","3,336.10"
"Lincoln,NV","2,297",86,17.7,0.96860,13.4,"55,504","3,125.60"
"Franklin,NY","15,397",57,19.4,0.96857,16.7,"48,722",429.8
"Henry,IN","20,388",73,16.6,0.96854,14.4,"50,183","4,583.90"
"Marinette,WI","22,977",68,15,0.96849,12,"50,670","7,040.90"
"Adams,WI","11,808",63,12.4,0.96848,15.3,"43,000","4,871.40"
"Abbeville,SC","14,552",65,15.9,0.96837,19.1,"42,412","3,616.40"
"Carroll,IA","11,277",69,22.2,0.96835,8,"60,531","8,906.50"
"Des Moines,IA","19,897",55,20.5,0.96834,12.7,"51,805","6,441.30"
"Caddo,OK","9,848",72,16.3,0.96832,19.5,"48,533","5,364.70"
"Union,LA","11,200",76,14.6,0.96825,18,"43,584","5,993.30"
"Taylor,IA","3,237",77,14.9,0.96821,12.8,"47,781","6,453.20"
"Judith Basin,MT","1,344",79,28.6,0.96816,13.3,"50,197","2,292.00"
"Guernsey,OH","17,806",74,14.2,0.96812,18.8,"44,623","1,731.20"
"Brown,OH","20,586",79,14.2,0.96810,11.8,"55,334","1,719.90"
"Butler,IA","8,081",70,17.5,0.96802,9,"57,971","5,748.30"
"Somerset,MD","6,702",60,15.7,0.96796,23.4,"42,098","2,377.40"
"Winston,AL","11,273",91,13.5,0.96793,18.6,"41,156","5,006.60"
"Atoka,OK","5,371",85,15,0.96792,20.8,"39,702","5,276.90"
"New London,CT","9,123",24,33.3,0.96789,9.8,"67,790","1,981.90"
"Shelby,IL","12,049",79,16.9,0.96779,10.2,"56,509","5,251.00"
"Calhoun,AR","2,143",77,12.1,0.96774,15.7,"44,969","2,254.80"
"Brown,MN","14,623",67,20.4,0.96769,8.4,"60,626","3,838.80"
"McLean,KY","4,776",77,12,0.96763,13.9,"48,080","3,627.70"
"Garfield,NE","1,067",87,22.2,0.96757,13.1,"46,245","4,316.90"
"Hampshire,WV","9,872",80,12.2,0.96756,20,"44,442","1,044.20"
"Fisher,TX","1,826",80,18.2,0.96742,15.5,"45,261","3,733.70"
"Potter,TX","33,242",70,14.8,0.96741,19.7,"41,912","9,412.80"
"Gasconade,MO","7,934",79,18.9,0.96737,11.8,"52,282","2,747.20"
"Muhlenberg,KY","14,221",75,11.1,0.96731,17.4,"43,722","4,000.40"
"Powder River,MT","1,136",86,26.4,0.96722,12.2,"47,378","4,696.80"
"Shannon,MO","3,908",82,15.8,0.96719,22.6,"32,715","3,918.70"
"Ochiltree,TX","3,155",90,15.2,0.96706,10.5,"49,845","5,642.50"
"Tioga,PA","16,331",83,19.1,0.96705,15,"48,799","1,559.50"
"Rosebud,MT","3,782",67,18,0.96700,17,"57,674","9,320.80"
"Falls,TX","6,133",69,12.9,0.96680,21.7,"37,428","4,307.10"
"Marshall,IA","18,122",54,19,0.96677,11.3,"59,552","7,922.50"
"Niagara,NY","87,821",60,23.8,0.96677,13,"55,013","1,401.90"
"Wabash,IL","5,592",77,17.2,0.96677,14.4,"53,414","3,680.60"
"Cass,IN","15,185",71,13.9,0.96676,13.5,"48,598","7,511.50"
"McIntosh,OK","8,308",75,14.2,0.96670,23.9,"37,468","3,618.10"
"Evans,GA","4,246",69,15.5,0.96670,26.6,"37,319","4,758.80"
"Stoddard,MO","13,410",86,13.2,0.96663,14.8,"40,808","4,885.40"
"Appanoose,IA","6,500",70,17.1,0.96655,15.2,"44,298","5,359.70"
"Lucas,IA","4,299",71,17,0.96651,15.1,"49,956","3,383.70"
"Edwards,TX","1,064",84,20.8,0.96648,22.1,"37,812","4,192.50"
"Polk,NE","2,870",81,21.1,0.96644,8.5,"59,815","5,447.90"
"Cuyahoga,OH","605,268",33,31.9,0.96634,17.9,"50,006","2,425.10"
"Sullivan,IN","9,004",75,10.8,0.96629,13.7,"47,554","3,696.40"
"Daniels,MT","1,014",80,21.9,0.96627,10.1,"44,659","5,207.10"
"Rio Arriba,NM","21,121",35,18.5,0.96612,22,"41,511","2,484.50"
"Gage,NE","11,007",69,20.2,0.96605,11.2,"49,931","5,122.50"
"Washington,NY","23,038",63,20.4,0.96603,11.4,"55,913",671.5
"Polk,AR","8,468",84,13.3,0.96598,20,"39,048","3,215.80"
"Madison,NY","27,698",61,27,0.96597,10.8,"59,114","1,079.80"
"Washington,GA","9,448",50,14,0.96591,25.9,"39,444","4,540.10"
"Douglas,MO","6,994",85,10.5,0.96586,19.7,"36,762","2,859.30"
"Carter,KY","11,581",77,13.7,0.96580,31.1,"32,906","2,115.90"
"Livingston,KY","5,003",81,11.4,0.96576,13.9,"48,182","2,534.30"
"Cuming,NE","4,412",80,23.2,0.96572,8.9,"59,219","5,957.50"
"Johnson,GA","4,100",70,10.4,0.96565,30,"34,849","4,739.20"
"Scotland,NC","14,632",51,15.5,0.96564,26.9,"36,730","5,223.60"
"Giles,VA","9,145",76,18.2,0.96558,12.4,"50,591","1,297.80"
"Clarendon,SC","16,731",50,15.5,0.96558,26.4,"36,722","3,864.30"
"Cortland,NY","16,700",58,26.9,0.96554,16.9,"51,751","1,738.10"
"Jefferson,FL","8,459",54,22,0.96550,17.9,"46,332","5,110.20"
"Jackson,LA","7,632",72,13.5,0.96547,21.6,"40,828","6,745.40"
"Lawrence,KY","6,954",82,10,0.96540,25.5,"36,667","2,043.50"
"Natchitoches,LA","16,554",58,17.8,0.96534,32.8,"36,298","4,809.00"
"Ohio,IN","3,164",76,13.7,0.96533,9.7,"58,022","3,625.50"
"Meigs,OH","10,764",77,12.8,0.96528,17.8,"44,286","1,344.60"
"Nolan,TX","5,352",78,15.5,0.96523,18.2,"42,522","4,104.90"
"Shackelford,TX","1,628",92,24.9,0.96512,13.4,"57,126","1,408.90"
"Darke,OH","26,621",82,14.7,0.96507,9.5,"53,853","3,423.80"
"Morgan,OH","6,721",74,11.3,0.96501,17,"40,557","1,130.40"
"Glascock,GA","1,566",90,9,0.96492,17.5,"42,820","2,053.20"
"Jay,IN","8,466",76,10.6,0.96492,13,"48,392","4,164.20"
"Miami,IN","14,493",77,12.7,0.96485,16.1,"47,624","3,843.30"
"Holt,NE","5,477",87,21.2,0.96483,12.1,"55,965","4,768.10"
"Erie,OH","39,523",56,22.7,0.96477,10.6,"53,135","2,368.50"
"Mitchell,NC","8,960",79,18.8,0.96467,16.1,"43,967","2,967.10"
"Seneca,NY","12,954",60,20.9,0.96456,12.6,"54,184",661.5
"Dade,MO","4,123",84,13.6,0.96454,16.8,"41,381","3,478.40"
"Grant,OR","4,577",79,18.8,0.96450,16.4,"46,141","1,027.90"
"Columbia,PA","30,277",66,22.5,0.96449,12.3,"50,774","1,976.50"
"Rock,MN","5,232",70,23,0.96449,8.9,"63,503","6,044.00"
"Shiawassee,MI","39,250",60,17.2,0.96444,10.8,"54,149","2,219.50"
"Hayes,NE",532,93,18.1,0.96444,16.2,"47,047","4,013.00"
"Owen,IN","9,915",75,12.6,0.96443,12.6,"49,731","2,476.10"
"Petersburg,VA","13,973",12,18,0.96443,24.1,"37,049","3,282.70"
"Livingston,NY","26,333",64,25.4,0.96435,12.5,"61,027",861.5
"Hansford,TX","2,046",91,14.3,0.96428,11.6,"57,240","4,167.40"
"Fayette,IL","10,033",81,11.7,0.96408,14.9,"47,484","6,313.30"
"Marion,AL","13,786",89,13.1,0.96408,20.2,"37,887","4,385.90"
"Ashland,WI","8,744",45,21.1,0.96401,15.8,"44,627","3,662.80"
"Calhoun,SC","8,286",53,19.2,0.96397,18.4,"45,385","3,710.60"
"Wyandot,OH","11,122",75,15.7,0.96387,8,"55,995","2,475.70"
"Stanton,NE","3,165",82,16.6,0.96386,7.5,"66,228","2,905.40"
"Buena Vista,IA","8,072",63,19.6,0.96384,10.2,"52,683","14,240.60"
"Wayne,MI","839,404",32,23.3,0.96378,21.7,"46,440","3,128.10"
"Middlesex,VA","6,739",63,21.8,0.96375,12.7,"54,871","1,436.40"
"Monroe,IA","4,084",73,16.6,0.96374,11.6,"56,541","5,086.30"
"Yell,AR","6,711",80,13.5,0.96365,16.3,"41,729","7,239.60"
"Sheridan,NE","2,672",87,23.6,0.96363,16.5,"43,819","4,860.80"
"Cumberland,KY","3,309",84,13.1,0.96358,23.3,"33,541","3,084.40"
"Bedford,PA","27,018",84,14.2,0.96356,10.5,"50,257","2,232.30"
"Northumberland,PA","40,870",69,16,0.96341,13.3,"47,243","2,290.80"
"Kiowa,KS","1,137",86,27.9,0.96341,12.1,"64,399","3,717.20"
"Steuben,NY","38,797",70,23.1,0.96338,12.8,"54,862","1,560.10"
"Tripp,SD","2,695",81,21.5,0.96335,19.9,"45,710","7,811.10"
"Nemaha,NE","3,381",72,28.1,0.96325,12.7,"52,069","3,930.00"
"Searcy,AR","4,018",85,12.5,0.96321,24.3,"31,659","3,362.50"
"Garza,TX","1,651",86,13.9,0.96320,24.6,"46,490","2,552.60"
"Lincoln,NE","16,926",78,22.1,0.96314,10.1,"56,803","5,525.00"
"Screven,GA","6,624",60,14.2,0.96311,25.9,"39,048","3,315.20"
"Calhoun,FL","6,529",81,9.9,0.96300,21.3,"38,323","5,799.40"
"Choctaw,OK","5,829",81,12.3,0.96298,23,"35,308","4,266.60"
"Stokes,NC","25,525",79,13.3,0.96297,12.1,"50,826","2,136.40"
"Moffat,CO","6,964",82,17.1,0.96295,12.3,"59,500","1,445.50"
"Comanche,OK","35,616",60,22.5,0.96293,16.7,"51,382","3,162.80"
"Oregon,MO","4,742",82,12.2,0.96287,23.8,"32,720","3,257.70"
"Clay,IA","8,928",70,22.6,0.96285,9.7,"56,338","5,994.00"
"Clarion,PA","19,234",76,22.7,0.96280,15.3,"46,284","1,558.40"
"Jerauld,SD","1,005",73,20.8,0.96270,14.5,"47,689","11,276.70"
"Cerro Gordo,IA","23,794",53,22.7,0.96265,10.4,"51,939","7,029.40"
"Noble,OK","4,930",79,21.1,0.96264,12.9,"54,210","3,099.50"
"Fulton,NY","17,868",74,17.8,0.96264,13,"51,388",777.4
"Garrett,MD","13,733",81,20.1,0.96261,12.2,"49,147","1,406.20"
"Rusk,WI","7,881",68,15.8,0.96246,14.3,"48,448","5,120.60"
"Haskell,TX","2,211",84,13.4,0.96241,23.1,"40,880","1,643.70"
"Kingsbury,SD","2,779",70,22.7,0.96239,9,"54,609","7,855.80"
"Weston,WY","3,542",89,19.2,0.96235,11.8,"54,319","5,124.90"
"Dawson,MT","4,837",79,21,0.96235,11.4,"56,167","5,712.30"
"Allen,OH","46,362",70,17.8,0.96233,14.4,"50,301","3,840.70"
"Logan,AR","8,222",80,12.1,0.96226,18.6,"41,471","3,801.40"
"Gallia,OH","13,358",78,15.3,0.96222,22.1,"43,785","1,769.30"
"Peoria,IL","82,264",47,30.4,0.96218,16.6,"56,478","4,270.60"
"Bowman,ND","1,643",85,24.3,0.96214,8.7,"62,270","5,853.20"
"Franklin,LA","9,720",72,11.9,0.96180,27.3,"34,446","7,734.20"
"Carson,TX","3,081",90,30.4,0.96170,8.9,"64,799","1,434.40"
"Vermillion,IN","7,490",71,13.4,0.96165,15.2,"49,287","3,271.40"
"Buffalo,WI","7,811",63,17.9,0.96163,8.8,"59,087","5,049.50"
"Nottoway,VA","7,060",58,12.7,0.96162,22.4,"46,368","3,111.90"
"Bradford,PA","29,317",73,17.8,0.96161,12.5,"50,978","2,569.50"
"Chickasaw,IA","6,605",66,16.9,0.96156,8.6,"64,190","5,891.20"
"Jefferson,PA","22,517",80,16.4,0.96152,14.4,"46,751","1,133.00"
"Keith,NE","4,341",82,20.7,0.96135,11.9,"52,086","3,547.40"
"Cowley,KS","13,951",69,20.1,0.96134,15.4,"47,864","3,431.90"
"Wibaux,MT",598,86.5,20.8,0.96131,12,"49,532","7,533.50"
"Greene,IN","14,807",76,14.8,0.96130,14,"46,835","2,929.00"
"Trimble,KY","4,318",76,12,0.96130,16.5,"51,674","1,605.50"
