Name of State,County Name,Margin Amount,Total number of voters
utah,Kane, Trump +46 ,"3,869"
utah,Piute, Trump +79 ,871
utah,Sevier, Trump +76 ,"9,731"
utah,Wayne, Trump +53 ,"1,596"
utah,Daggett, Trump +62 ,590
utah,Duchesne, Trump +78 ,"7,974"
utah,Uintah, Trump +76 ,"14,796"
utah,Garfield, Trump +60 ,"2,722"
utah,Washington, Trump +51 ,"87,914"
utah,Tooele, Trump +37 ,"29,770"
utah,Wasatch, Trump +25 ,"16,456"
utah,Sanpete, Trump +68 ,"12,133"
utah,Morgan, Trump +62 ,"6,254"
utah,Juab, Trump +75 ,"5,875"
utah,Beaver, Trump +75 ,"3,015"
utah,Rich, Trump +71 ,"1,320"
vermont,Burlington, Biden +60 ,"4,971"
vermont,Victory, Trump +35 ,55
vermont,Lemington, Biden +4 ,49
vermont,East Haven, Biden +3 ,140
vermont,Granby, Trump +7 ,43
vermont,Goshen, Biden +44 ,126
vermont,Windham, Biden +37 ,282
vermont,Enosburgh, Biden +4 ,"1,274"
vermont,Wells, Trump +14 ,742
vermont,Shrewsbury, Biden +18 ,690
vermont,Grafton, Biden +33 ,405
vermont,Worcester, Biden +54 ,624
vermont,Elmore, Biden +49 ,608
vermont,Newfane, Biden +51 ,"1,144"
vermont,Fairfield, Biden +13 ,"1,140"
vermont,Peacham, Biden +42 ,519
vermont,Rutland Town, Biden +13 ,"2,479"
vermont,Bradford, Biden +23 ,"1,494"
vermont,Vernon, Biden +13 ,"1,300"
vermont,Ira, Tied ,262
vermont,Hancock, Biden +26 ,171
vermont,Brunswick, Trump +13 ,64
vermont,Montpelier, Biden +79 ,"5,185"
vermont,Shaftsbury, Biden +24 ,"2,226"
vermont,Grand Isle, Biden +21 ,"1,410"
vermont,Warren, Biden +68 ,"1,264"
vermont,New Haven, Biden +29 ,"1,172"
vermont,Sunderland, Biden +22 ,653
vermont,Lunenburg, Trump +19 ,633
vermont,Jericho, Biden +48 ,"3,662"
vermont,Lyndon, Biden +3 ,"2,445"
vermont,Cambridge, Biden +42 ,"2,199"
vermont,Pownal, Biden +3 ,"1,780"
vermont,East Montpelier, Biden +52 ,"1,770"
vermont,Clarendon, Trump +9 ,"1,470"
vermont,Westford, Biden +39 ,"1,428"
vermont,South Hero, Biden +40 ,"1,309"
vermont,Middlesex, Biden +60 ,"1,249"
vermont,Moretown, Biden +59 ,"1,161"
vermont,West Rutland, Trump +9 ,"1,141"
vermont,Danby, Trump +11 ,756
vermont,Chelsea, Biden +17 ,723
vermont,Fairlee, Biden +45 ,621
vermont,Middletown Springs, Biden +15 ,549
vermont,Leicester, Biden +12 ,541
vermont,Weston, Biden +48 ,457
vermont,Hubbardton, Biden +7 ,427
vermont,Searsburg, Trump +13 ,64
vermont,Essex, Biden +46 ,"13,443"
vermont,South Burlington, Biden +62 ,"12,606"
vermont,Colchester, Biden +37 ,"9,623"
vermont,Rutland, Biden +21 ,"8,000"
vermont,Bennington, Biden +27 ,"7,096"
vermont,Williston, Biden +47 ,"6,887"
vermont,Brattleboro, Biden +65 ,"6,679"
vermont,Hartford, Biden +47 ,"6,275"
vermont,Milton, Biden +12 ,"6,057"
vermont,Shelburne, Biden +63 ,"5,419"
vermont,Barre Town, Biden +9 ,"4,766"
vermont,Springfield, Biden +18 ,"4,519"
vermont,Middlebury, Biden +63 ,"4,336"
vermont,Barre, Biden +28 ,"3,807"
vermont,St. Albans Town, Biden +15 ,"3,794"
vermont,Winooski, Biden +65 ,"3,705"
vermont,Waterbury, Biden +62 ,"3,498"
vermont,Stowe, Biden +62 ,"3,413"
vermont,St. Johnsbury, Biden +24 ,"3,385"
vermont,Swanton, Biden +0.6 ,"3,228"
vermont,Morristown, Biden +44 ,"3,209"
vermont,Hinesburg, Biden +49 ,"3,099"
vermont,St. Albans, Biden +33 ,"3,019"
vermont,Fairfax, Biden +14 ,"3,002"
vermont,Richmond, Biden +58 ,"2,941"
vermont,Georgia, Biden +8 ,"2,931"
vermont,Charlotte, Biden +61 ,"2,892"
vermont,Manchester, Biden +45 ,"2,790"
vermont,Norwich, Biden +82 ,"2,573"
vermont,Randolph, Biden +34 ,"2,564"
vermont,Rockingham, Biden +39 ,"2,525"
vermont,Derby, Trump +4 ,"2,522"
vermont,Northfield, Biden +27 ,"2,472"
vermont,Bristol, Biden +35 ,"2,244"
vermont,Underhill, Biden +50 ,"2,227"
vermont,Hartland, Biden +40 ,"2,203"
vermont,Brandon, Biden +15 ,"2,186"
vermont,Castleton, Biden +0.7 ,"2,156"
vermont,Woodstock, Biden +59 ,"2,109"
vermont,Thetford, Biden +54 ,"1,910"
vermont,Windsor, Biden +39 ,"1,891"
vermont,Williamstown, Trump +3 ,"1,862"
vermont,Newport, Biden +15 ,"1,842"
vermont,Ferrisburg, Biden +35 ,"1,830"
vermont,Westminster, Biden +49 ,"1,799"
vermont,Weathersfield, Biden +16 ,"1,792"
vermont,Chester, Biden +27 ,"1,773"
vermont,Hyde Park, Biden +33 ,"1,739"
vermont,Pittsford, Biden +6 ,"1,737"
vermont,Highgate, Trump +16 ,"1,728"
vermont,Poultney, Biden +5 ,"1,666"
vermont,Johnson, Biden +29 ,"1,593"
vermont,Hardwick, Biden +23 ,"1,579"
vermont,Berlin, Biden +29 ,"1,534"
vermont,Putney, Biden +66 ,"1,517"
vermont,Arlington, Biden +28 ,"1,488"
vermont,Royalton, Biden +29 ,"1,486"
vermont,Vergennes, Biden +40 ,"1,478"
vermont,Danville, Biden +20 ,"1,470"
vermont,Dorset, Biden +44 ,"1,413"
vermont,Huntington, Biden +52 ,"1,407"
vermont,Monkton, Biden +40 ,"1,403"
vermont,Dummerston, Biden +55 ,"1,360"
vermont,Guilford, Biden +46 ,"1,357"
vermont,Fair Haven, Trump +1.8 ,"1,311"
vermont,Wallingford, Biden +11 ,"1,302"
vermont,Barton, Biden +9 ,"1,296"
vermont,Waitsfield, Biden +66 ,"1,248"
vermont,Ludlow, Biden +20 ,"1,237"
vermont,Newbury, Biden +16 ,"1,214"
vermont,Wilmington, Biden +39 ,"1,156"
vermont,Calais, Biden +58 ,"1,148"
vermont,Bethel, Biden +30 ,"1,146"
vermont,Londonderry, Biden +36 ,"1,118"
vermont,Barnet, Biden +17 ,"1,095"
vermont,Alburgh, Biden +5 ,"1,079"
vermont,Starksboro, Biden +29 ,"1,029"
vermont,Sheldon, Trump +10 ,"1,016"
vermont,Fayston, Biden +67 ,971
vermont,Marshfield, Biden +26 ,965
vermont,Lincoln, Biden +53 ,959
vermont,Proctor, Biden +15 ,955
vermont,Dover, Biden +34 ,948
vermont,Richford, Trump +5 ,942
vermont,Wolcott, Biden +31 ,926
vermont,Burke, Biden +18 ,925
vermont,Duxbury, Biden +44 ,914
vermont,Sharon, Biden +34 ,894
vermont,Cabot, Biden +29 ,892
vermont,Pawlet, Biden +14 ,887
vermont,Addison, Biden +8 ,870
vermont,Tunbridge, Biden +23 ,864
vermont,Chittenden, Biden +15 ,853
vermont,Brookfield, Biden +23 ,852
vermont,Cornwall, Biden +61 ,850
vermont,Mount Holly, Biden +9 ,849
vermont,West Windsor, Biden +50 ,841
vermont,Killington, Biden +36 ,836
vermont,Waterford, Biden +4 ,831
vermont,Corinth, Biden +13 ,830
vermont,Fletcher, Biden +25 ,824
vermont,Plainfield, Biden +55 ,807
vermont,Strafford, Biden +67 ,800
vermont,Troy, Trump +3 ,795
vermont,Cavendish, Biden +21 ,792
vermont,Mendon, Biden +17 ,780
vermont,Bolton, Biden +41 ,778
vermont,Newport Town, Trump +10 ,776
vermont,Whitingham, Biden +7 ,775
vermont,Craftsbury, Biden +48 ,774
vermont,Townshend, Biden +47 ,769
vermont,Montgomery, Biden +23 ,758
vermont,Franklin, Trump +12 ,754
vermont,Orwell, Biden +2 ,752
vermont,Shoreham, Biden +25 ,742
vermont,Rochester, Biden +47 ,733
vermont,Bridport, Biden +10 ,728
vermont,Braintree, Biden +24 ,717
vermont,Berkshire, Trump +17 ,714
vermont,North Hero, Biden +25 ,707
vermont,Bakersfield, Biden +18 ,696
vermont,Pomfret, Biden +53 ,679
vermont,Salisbury, Biden +20 ,676
vermont,Winhall, Biden +43 ,674
vermont,Irasburg, Trump +22 ,673
vermont,Barnard, Biden +43 ,669
vermont,Glover, Biden +24 ,666
vermont,Ryegate, Biden +5 ,648
vermont,Marlboro, Biden +67 ,646
vermont,Topsham, Trump +13 ,646
vermont,Eden, Trump +1.6 ,634
vermont,Concord, Trump +13 ,630
vermont,Brighton, Trump +14 ,619
vermont,Weybridge, Biden +72 ,612
vermont,Orange, Trump +10 ,610
vermont,Washington, Biden +4 ,609
vermont,Bridgewater, Biden +27 ,601
vermont,Woodbury, Biden +30 ,589
vermont,Walden, Biden +25 ,586
vermont,Benson, Trump +8 ,583
vermont,Jamaica, Biden +44 ,581
vermont,Coventry, Trump +9 ,568
vermont,Groton, Trump +4 ,549
vermont,Charleston, Trump +5 ,541
vermont,Albany, Biden +9 ,540
vermont,Stamford, Trump +2 ,539
vermont,Sutton, Trump +6 ,539
vermont,Canaan, Trump +0.4 ,498
vermont,Halifax, Biden +16 ,492
vermont,Wardsboro, Biden +34 ,492
vermont,Greensboro, Biden +53 ,491
vermont,Brownington, Trump +10 ,490
vermont,Lowell, Trump +15 ,487
vermont,Stockbridge, Biden +46 ,479
vermont,Waterville, Biden +4 ,454
vermont,St. George, Biden +40 ,453
vermont,Wheelock, Biden +8 ,452
vermont,Reading, Biden +43 ,445
vermont,Rupert, Biden +26 ,437
vermont,Roxbury, Biden +34 ,433
vermont,Readsboro, Trump +2 ,431
vermont,Vershire, Biden +30 ,428
vermont,Panton, Biden +32 ,420
vermont,Plymouth, Biden +36 ,404
vermont,Morgan, Trump +11 ,401
vermont,Sudbury, Biden +32 ,388
vermont,Sheffield, Biden +9 ,374
vermont,Ripton, Biden +55 ,371
vermont,Andover, Biden +23 ,365
vermont,Holland, Trump +20 ,358
vermont,West Fairlee, Biden +26 ,357
vermont,Isle La Motte, Biden +13 ,349
vermont,Westfield, Biden +13 ,349
vermont,Newark, Biden +3 ,346
vermont,Tinmouth, Biden +2 ,341
vermont,Pittsfield, Biden +26 ,332
vermont,Brookline, Biden +37 ,329
vermont,Kirby, Biden +19 ,329
vermont,Waltham, Biden +35 ,326
vermont,Peru, Biden +49 ,300
vermont,Jay, Biden +1.7 ,294
vermont,Sandgate, Biden +20 ,253
vermont,Westmore, Biden +10 ,240
vermont,Whiting, Biden +18 ,218
vermont,Athens, Biden +17 ,214
vermont,Woodford, Trump +0.5 ,196
vermont,Stratton, Biden +27 ,190
vermont,Belvidere, Trump +8 ,176
vermont,Guildhall, Trump +6 ,174
vermont,Granville, Biden +63 ,169
vermont,West Haven, Biden +5 ,151
vermont,Maidstone, Trump +5 ,145
vermont,Baltimore, Trump +6 ,143
vermont,Bloomfield, Trump +14 ,130
vermont,Mount Tabor, Trump +0.9 ,117
vermont,Stannard, Biden +47 ,114
vermont,Norton, Trump +17 ,108
vermont,Landgrove, — ,0
virginia,Hopewell, Biden +10 ,"5,381"
virginia,Charlottesville, Biden +68 ,"16,491"
virginia,New Kent, Trump +63 ,"8,158"
virginia,Norfolk, Biden +44 ,"74,237"
virginia,Petersburg, Biden +77 ,"13,973"
virginia,Emporia, Biden +36 ,"2,378"
virginia,Franklin City, Biden +25 ,"4,031"
virginia,Sussex, Biden +12 ,"5,081"
virginia,Danville, Biden +22 ,"19,154"
virginia,Portsmouth, Biden +41 ,"43,931"
virginia,Harrisonburg, Biden +32 ,"16,734"
virginia,Newport News, Biden +32 ,"77,859"
virginia,Hampton, Biden +42 ,"64,644"
virginia,Brunswick, Biden +15 ,"7,906"
virginia,Richmond City, Biden +68 ,"103,917"
virginia,Arlington, Biden +64 ,"125,854"
virginia,Surry, Biden +8 ,"4,455"
virginia,Fairfax, Biden +42 ,"578,931"
virginia,Charles City, Biden +19 ,"4,414"
virginia,Henrico, Biden +28 ,"173,199"
virginia,Alexandria, Biden +63 ,"80,425"
virginia,Montgomery, Biden +6 ,"44,462"
virginia,James City, Biden +6 ,"44,399"
virginia,Radford, Biden +9 ,"6,246"
virginia,Prince William, Biden +29 ,"219,075"
virginia,Chesapeake, Biden +6 ,"124,426"
virginia,Falls Church, Biden +65 ,"8,660"
virginia,Suffolk, Biden +17 ,"49,213"
virginia,Poquoson, Trump +45 ,"7,799"
virginia,Nottoway, Trump +15 ,"7,060"
virginia,Lee, Trump +69 ,"9,929"
virginia,Lunenburg, Trump +19 ,"5,968"
virginia,Rockingham, Trump +50 ,"38,622"
virginia,Prince Edward, Biden +5 ,"9,500"
virginia,Northumberland, Trump +16 ,"7,765"
virginia,Lancaster, Trump +5 ,"7,123"
virginia,Northampton, Biden +10 ,"6,689"
virginia,Charlotte, Trump +24 ,"6,169"
virginia,Cumberland, Trump +15 ,"5,277"
virginia,Virginia Beach, Biden +8 ,"253,477"
virginia,Loudoun, Biden +25 ,"221,231"
virginia,Chesterfield, Biden +6 ,"212,576"
virginia,Stafford, Biden +3 ,"78,306"
virginia,Spotsylvania, Trump +7 ,"75,224"
virginia,Hanover, Trump +27 ,"70,208"
virginia,Albemarle, Biden +33 ,"63,715"
virginia,Roanoke, Trump +22 ,"55,845"
virginia,Lynchburg, Trump +9 ,"51,932"
virginia,Bedford, Trump +49 ,"48,041"
virginia,Frederick, Trump +30 ,"46,918"
virginia,Fauquier, Trump +18 ,"43,260"
virginia,Roanoke City, Biden +25 ,"42,033"
virginia,Augusta, Trump +47 ,"41,831"
virginia,York, Trump +7 ,"38,165"
virginia,Pittsylvania, Trump +40 ,"33,946"
virginia,Campbell, Trump +44 ,"29,475"
virginia,Franklin, Trump +42 ,"29,459"
virginia,Washington, Trump +53 ,"28,497"
virginia,Culpeper, Trump +20 ,"26,915"
virginia,Henry, Trump +29 ,"25,817"
virginia,Accomack, Trump +28 ,"23,603"
virginia,Shenandoah, Trump +41 ,"23,496"
virginia,Isle of Wight, Trump +18 ,"23,330"
virginia,Gloucester, Trump +36 ,"22,066"
virginia,Louisa, Trump +23 ,"21,796"
virginia,Warren, Trump +36 ,"20,959"
virginia,Botetourt, Trump +45 ,"20,898"
virginia,Orange, Trump +22 ,"20,558"
virginia,Tazewell, Trump +68 ,"19,935"
virginia,Powhatan, Trump +44 ,"19,679"
virginia,Halifax, Trump +15 ,"18,172"
virginia,Pulaski, Trump +42 ,"17,270"
virginia,Prince George, Trump +19 ,"17,182"
virginia,Goochland, Trump +19 ,"16,745"
virginia,Manassas, Biden +24 ,"16,555"
virginia,Wise, Trump +62 ,"16,505"
virginia,Amherst, Trump +33 ,"16,398"
virginia,Caroline, Biden +2.0 ,"16,097"
virginia,Mecklenburg, Trump +15 ,"16,096"
virginia,Fluvanna, Trump +5 ,"15,620"
virginia,Carroll, Trump +63 ,"15,502"
virginia,Dinwiddie, Trump +17 ,"15,016"
virginia,Wythe, Trump +57 ,"14,992"
virginia,King George, Trump +22 ,"14,125"
virginia,Smyth, Trump +57 ,"14,057"
virginia,Russell, Trump +64 ,"13,324"
virginia,Fairfax City, Biden +39 ,"13,209"
virginia,Salem, Trump +19 ,"13,039"
virginia,Staunton, Biden +10 ,"12,781"
virginia,Fredericksburg, Biden +35 ,"12,710"
virginia,Page, Trump +51 ,"12,432"
virginia,Rockbridge, Trump +33 ,"12,368"
virginia,Winchester, Biden +11 ,"11,812"
virginia,Greene, Trump +24 ,"11,144"
virginia,Scott, Trump +68 ,"10,763"
virginia,Waynesboro, Trump +5 ,"10,638"
virginia,King William, Trump +40 ,"10,402"
virginia,Buchanan, Trump +68 ,"9,914"
virginia,Westmoreland, Trump +9 ,"9,757"
virginia,Southampton, Trump +19 ,"9,719"
virginia,Patrick, Trump +58 ,"9,527"
virginia,Floyd, Trump +35 ,"9,329"
virginia,Nelson, Trump +5 ,"9,320"
virginia,Clarke, Trump +14 ,"9,278"
virginia,Appomattox, Trump +46 ,"9,215"
virginia,Giles, Trump +52 ,"9,145"
virginia,Colonial Heights, Trump +33 ,"9,098"
virginia,Alleghany, Trump +44 ,"8,152"
virginia,Madison, Trump +32 ,"8,108"
virginia,Grayson, Trump +61 ,"8,088"
virginia,Buckingham, Trump +13 ,"8,086"
virginia,Amelia, Trump +38 ,"7,837"
virginia,Bristol, Trump +39 ,"7,753"
virginia,Dickenson, Trump +58 ,"7,299"
virginia,Williamsburg, Biden +41 ,"6,797"
virginia,Middlesex, Trump +25 ,"6,739"
virginia,Essex, Trump +0.7 ,"6,157"
virginia,Manassas Park, Biden +30 ,"6,071"
virginia,Martinsville, Biden +26 ,"5,978"
virginia,Mathews, Trump +36 ,"5,817"
virginia,Rappahannock, Trump +15 ,"4,926"
virginia,Greensville, Biden +16 ,"4,551"
virginia,King and Queen, Trump +21 ,"4,096"
virginia,Richmond, Trump +25 ,"4,091"
virginia,Bland, Trump +69 ,"3,451"
virginia,Craig, Trump +62 ,"3,146"
virginia,Buena Vista, Trump +37 ,"2,812"
virginia,Lexington, Biden +32 ,"2,731"
virginia,Galax, Trump +40 ,"2,625"
virginia,Covington, Trump +24 ,"2,591"
virginia,Bath, Trump +46 ,"2,513"
virginia,Norton, Trump +41 ,"1,593"
virginia,Highland, Trump +44 ,"1,529"
washington,Stevens, Trump +28 ,"13,723"
washington,Yakima, Trump +5 ,"48,737"
washington,Walla Walla, Biden +0.3 ,"16,928"
washington,Skagit, Biden +20 ,"38,993"
washington,Okanogan, Trump +5 ,"12,095"
washington,Adams, Trump +37 ,"3,478"
washington,Whitman, Biden +10 ,"14,774"
washington,Grant, Trump +32 ,"25,575"
washington,Asotin, Trump +25 ,"9,522"
washington,Chelan, Trump +5 ,"33,121"
washington,Grays Harbor, Trump +0.5 ,"28,926"
washington,Klickitat, Trump +6 ,"10,927"
washington,Thurston, Biden +23 ,"136,782"
washington,Columbia, Trump +44 ,"2,397"
washington,Garfield, Trump +45 ,"1,353"
washington,Clallam, Biden +6 ,"42,321"
washington,Jefferson, Biden +44 ,"21,953"
washington,King, Biden +55 ,"1,099,910"
washington,Kittitas, Trump +8 ,"20,967"
washington,Benton, Trump +21 ,"89,324"
washington,Lincoln, Trump +49 ,"6,663"
washington,Pierce, Biden +13 ,"403,586"
washington,Snohomish, Biden +22 ,"398,688"
washington,Spokane, Trump +3 ,"271,113"
washington,Clark, Biden +9 ,"234,177"
washington,Kitsap, Biden +21 ,"144,054"
washington,Whatcom, Biden +24 ,"135,388"
washington,Cowlitz, Trump +17 ,"55,621"
washington,Island, Biden +13 ,"49,956"
washington,Lewis, Trump +33 ,"44,735"
washington,Mason, Trump +4 ,"36,572"
washington,Franklin, Trump +16 ,"30,008"
washington,Douglas, Trump +25 ,"18,264"
washington,Pacific, Biden +0.8 ,"12,708"
washington,San Juan, Biden +52 ,"12,326"
washington,Pend Oreille, Trump +37 ,"8,422"
washington,Skamania, Trump +8 ,"6,621"
washington,Ferry, Trump +30 ,"4,183"
washington,Wahkiakum, Trump +17 ,"2,675"
west-virginia,Gilmer, Trump +53 ,"2,639"
west-virginia,Marshall, Trump +50 ,"13,666"
west-virginia,Logan, Trump +63 ,"12,981"
west-virginia,Mingo, Trump +71 ,"9,987"
west-virginia,McDowell, Trump +59 ,"6,494"
west-virginia,Ritchie, Trump +71 ,"4,269"
west-virginia,Wetzel, Trump +52 ,"6,596"
west-virginia,Tyler, Trump +66 ,"3,873"
west-virginia,Lewis, Trump +57 ,"7,423"
west-virginia,Kanawha, Trump +15 ,"82,001"
west-virginia,Hancock, Trump +44 ,"13,546"
west-virginia,Doddridge, Trump +70 ,"3,069"
west-virginia,Wirt, Trump +63 ,"2,617"
west-virginia,Berkeley, Trump +33 ,"49,146"
west-virginia,Monongalia, Trump +1.4 ,"41,873"
west-virginia,Wood, Trump +42 ,"38,487"
west-virginia,Cabell, Trump +18 ,"36,795"
west-virginia,Raleigh, Trump +50 ,"32,640"
west-virginia,Harrison, Trump +38 ,"30,375"
west-virginia,Putnam, Trump +43 ,"28,410"
west-virginia,Jefferson, Trump +11 ,"27,163"
west-virginia,Marion, Trump +29 ,"25,704"
west-virginia,Mercer, Trump +54 ,"25,103"
west-virginia,Ohio, Trump +26 ,"19,674"
west-virginia,Fayette, Trump +39 ,"16,794"
west-virginia,Wayne, Trump +51 ,"16,735"
west-virginia,Greenbrier, Trump +40 ,"15,827"
west-virginia,Preston, Trump +55 ,"14,508"
west-virginia,Jackson, Trump +51 ,"13,429"
west-virginia,Mineral, Trump +58 ,"12,652"
west-virginia,Randolph, Trump +44 ,"12,172"
west-virginia,Mason, Trump +53 ,"11,149"
west-virginia,Brooke, Trump +43 ,"10,631"
west-virginia,Nicholas, Trump +57 ,"10,570"
west-virginia,Upshur, Trump +54 ,"10,161"
west-virginia,Hampshire, Trump +60 ,"9,872"
west-virginia,Boone, Trump +53 ,"8,983"
west-virginia,Wyoming, Trump +72 ,"8,485"
west-virginia,Morgan, Trump +51 ,"8,257"
west-virginia,Lincoln, Trump +55 ,"7,775"
west-virginia,Taylor, Trump +50 ,"7,334"
west-virginia,Barbour, Trump +55 ,"6,634"
west-virginia,Monroe, Trump +57 ,"6,417"
west-virginia,Hardy, Trump +55 ,"6,287"
west-virginia,Roane, Trump +48 ,"5,745"
west-virginia,Braxton, Trump +47 ,"5,650"
west-virginia,Summers, Trump +47 ,"5,583"
west-virginia,Grant, Trump +77 ,"5,497"
west-virginia,Pocahontas, Trump +46 ,"3,979"
west-virginia,Tucker, Trump +50 ,"3,830"
west-virginia,Pendleton, Trump +53 ,"3,646"
west-virginia,Pleasants, Trump +59 ,"3,467"
west-virginia,Webster, Trump +63 ,"3,378"
west-virginia,Clay, Trump +60 ,"3,346"
west-virginia,Calhoun, Trump +60 ,"2,948"
wisconsin,Milwaukee, Biden +40 ,"458,935"
wisconsin,Dane, Biden +53 ,"344,745"
wisconsin,Waukesha, Trump +21 ,"267,957"
wisconsin,Brown, Trump +7 ,"144,011"
wisconsin,Outagamie, Trump +10 ,"108,223"
wisconsin,Racine, Trump +4 ,"106,441"
wisconsin,Winnebago, Trump +4 ,"94,032"
wisconsin,Kenosha, Trump +3 ,"88,691"
wisconsin,Washington, Trump +38 ,"88,254"
wisconsin,Rock, Biden +11 ,"85,348"
wisconsin,Marathon, Trump +18 ,"76,741"
wisconsin,La Crosse, Biden +14 ,"67,798"
wisconsin,Sheboygan, Trump +16 ,"66,020"
wisconsin,Ozaukee, Trump +12 ,"61,453"
wisconsin,Eau Claire, Biden +11 ,"58,235"
wisconsin,Walworth, Trump +19 ,"57,588"
wisconsin,Fond du Lac, Trump +26 ,"57,322"
wisconsin,St. Croix, Trump +16 ,"56,701"
wisconsin,Dodge, Trump +31 ,"48,497"
wisconsin,Jefferson, Trump +15 ,"47,967"
wisconsin,Manitowoc, Trump +23 ,"44,806"
wisconsin,Wood, Trump +19 ,"41,196"
wisconsin,Portage, Biden +3 ,"40,601"
wisconsin,Sauk, Biden +1.7 ,"36,249"
wisconsin,Chippewa, Trump +20 ,"35,945"
wisconsin,Columbia, Trump +1.5 ,"33,917"
wisconsin,Calumet, Trump +20 ,"30,858"
wisconsin,Waupaca, Trump +32 ,"29,118"
wisconsin,Polk, Trump +27 ,"26,326"
wisconsin,Grant, Trump +12 ,"25,379"
wisconsin,Barron, Trump +26 ,"25,333"
wisconsin,Douglas, Biden +9 ,"24,668"
wisconsin,Oneida, Trump +15 ,"24,159"
wisconsin,Dunn, Trump +14 ,"23,543"
wisconsin,Pierce, Trump +13 ,"23,336"
wisconsin,Oconto, Trump +41 ,"23,214"
wisconsin,Marinette, Trump +35 ,"22,977"
wisconsin,Shawano, Trump +36 ,"22,878"
wisconsin,Monroe, Trump +24 ,"22,564"
wisconsin,Green, Biden +3 ,"21,400"
wisconsin,Door, Biden +1.5 ,"20,117"
wisconsin,Lincoln, Trump +23 ,"16,531"
wisconsin,Vernon, Trump +5 ,"15,910"
wisconsin,Trempealeau, Trump +17 ,"15,356"
wisconsin,Vilas, Trump +22 ,"15,338"
wisconsin,Clark, Trump +37 ,"14,873"
wisconsin,Iowa, Biden +14 ,"13,984"
wisconsin,Juneau, Trump +29 ,"13,702"
wisconsin,Waushara, Trump +34 ,"13,564"
wisconsin,Kewaunee, Trump +33 ,"12,071"
wisconsin,Adams, Trump +26 ,"11,808"
wisconsin,Langlade, Trump +33 ,"11,159"
wisconsin,Bayfield, Biden +14 ,"10,885"
wisconsin,Taylor, Trump +46 ,"10,683"
wisconsin,Green Lake, Trump +36 ,"10,663"
wisconsin,Sawyer, Trump +13 ,"10,479"
wisconsin,Washburn, Trump +24 ,"10,371"
wisconsin,Jackson, Trump +15 ,"10,187"
wisconsin,Burnett, Trump +29 ,"10,141"
wisconsin,Marquette, Trump +27 ,"9,060"
wisconsin,Richland, Trump +10 ,"8,745"
wisconsin,Ashland, Biden +11 ,"8,744"
wisconsin,Crawford, Trump +8 ,"8,698"
wisconsin,Price, Trump +26 ,"8,645"
wisconsin,Lafayette, Trump +14 ,"8,557"
wisconsin,Rusk, Trump +35 ,"7,881"
wisconsin,Buffalo, Trump +25 ,"7,811"
wisconsin,Forest, Trump +31 ,"5,052"
wisconsin,Pepin, Trump +26 ,"4,140"
wisconsin,Iron, Trump +22 ,"4,031"
wisconsin,Florence, Trump +46 ,"2,939"
wisconsin,Menominee, Biden +65 ,"1,586"
wyoming,Niobrara, Trump +71 ,"1,123"
wyoming,Hot Springs, Trump +59 ,"2,577"
wyoming,Weston, Trump +78 ,"3,542"
wyoming,Carbon, Trump +54 ,"6,662"
wyoming,Washakie, Trump +65 ,"4,012"
wyoming,Natrona, Trump +48 ,"35,196"
wyoming,Converse, Trump +73 ,"6,969"
wyoming,Fremont, Trump +36 ,"18,111"
wyoming,Goshen, Trump +59 ,"6,241"
wyoming,Crook, Trump +79 ,"4,119"
wyoming,Big Horn, Trump +70 ,"5,752"
wyoming,Platte, Trump +61 ,"4,923"
wyoming,Laramie, Trump +28 ,"44,865"
wyoming,Campbell, Trump +77 ,"19,564"
wyoming,Albany, Biden +3 ,"18,612"
wyoming,Park, Trump +56 ,"16,699"
wyoming,Sweetwater, Trump +51 ,"16,489"
wyoming,Sheridan, Trump +47 ,"16,428"
wyoming,Teton, Biden +38 ,"14,677"
wyoming,Lincoln, Trump +68 ,"10,498"
wyoming,Uinta, Trump +63 ,"9,400"
wyoming,Sublette, Trump +62 ,"4,970"
wyoming,Johnson, Trump +61 ,"4,914"
arkansas,Scott, Trump +64 ,"2,219"
arkansas,Lee, Biden +5 ,"2,848"
arkansas,Saint Francis, Biden +5 ,"7,054"
arkansas,Dallas, Trump +23 ,"2,649"
arkansas,Ouachita, Trump +21 ,"8,993"
arkansas,Monroe, Trump +14 ,"2,815"
arkansas,Lafayette, Trump +35 ,"2,633"
arkansas,Jefferson, Biden +22 ,"25,030"
arkansas,Desha, Biden +2 ,"4,163"
arkansas,Chicot, Biden +12 ,"4,093"
arkansas,Crittenden, Biden +7 ,"16,086"
arkansas,Mississippi, Trump +22 ,"12,287"
arkansas,Woodruff, Trump +28 ,"2,469"
arkansas,Miller, Trump +47 ,"16,359"
arkansas,Pulaski, Biden +22 ,"165,468"
arkansas,Calhoun, Trump +53 ,"2,143"
arkansas,Union, Trump +30 ,"16,548"
arkansas,Hot Spring, Trump +49 ,"12,503"
arkansas,Poinsett, Trump +60 ,"7,418"
arkansas,Sebastian, Trump +36 ,"46,838"
arkansas,Arkansas, Trump +40 ,"6,284"
arkansas,Baxter, Trump +53 ,"20,968"
arkansas,Garland, Trump +34 ,"43,961"
arkansas,Pope, Trump +50 ,"24,367"
arkansas,Crawford, Trump +57 ,"24,025"
arkansas,Cross, Trump +46 ,"6,911"
arkansas,Clay, Trump +60 ,"5,178"
arkansas,Bradley, Trump +31 ,"3,644"
